시군명,사업장명,전화번호,처리업종구분명,처리대상폐기물정보,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
화성시,현민자원,,⑦,,18533,경기도 화성시 팔탄면 가재리 546-103번지,경기도 화성시 팔탄면 삼천병마로 355-19,37.14393674,126.9169589
화성시,미성폴리자원,,⑦,,18298,경기도 화성시 봉담읍 동화리 270-2번지,경기도 화성시 봉담읍 낭내기길 71,37.22101163,126.9637968
화성시,효정,,⑤,,18576,경기도 화성시 팔탄면 노하리 198-6번지,경기도 화성시 팔탄면 노하길 295,37.15776964,126.863673
화성시,여명 EPS,,⑦,,18525,경기도 화성시 비봉면 청요리 405번지,경기도 화성시 비봉면 주석로 742,37.19690169,126.8986133
화성시,㈜라운환경,,⑦,,18574,경기도 화성시 장안면 석포리 447번지,경기도 화성시 장안면 무봉길 212-11,37.133342,126.8374315
화성시,오토환경개발,,⑦,,18627,경기도 화성시 양감면 정문리 429-15번지,경기도 화성시 양감면 정문송산로 93번길 75-6,37.09637029,126.9791591
화성시,㈜케이피리사이텍,,⑦,,18635,경기도 화성시 양감면 신왕리 764-9번지,경기도 화성시 양감면 암소고개로 81-11,37.07597235,126.9322735
화성시,한국환경산업 (주),,⑦,,18525,경기도 화성시 팔탄면 창곡리 1-1번지,경기도 화성시 팔탄면 푸른들판로1010번길 88(창곡리1-17),37.19605297,126.8895269
화성시,에코메탈,,⑦,,18574,경기도 화성시 장안면 석포리 785-158번지,경기도 화성시 장안면 석포공단길 31-20,37.13794945,126.8154472
화성시,(주)가가종합철거환경,031-433-7794,⑤,,18553,경기도 화성시 서신면 장외리 530-69번지 (폐기물재활용시설#1),경기도 화성시 서신면 제부로654번길 114-9(폐기물재활용시설#1)(장외리 530-69번지),37.16636092,126.6830162
화성시,오성그린산업,031-357-9283,⑦,,18585,경기도 화성시 장안면 노진리 64-5번지 1동,"경기도 화성시 장안면 갈우물길 49, 1동",37.05228319,126.8192428
화성시,와이제이스틸,,①ⓑ,,18635,경기도 화성시 양감면 요당리 290번지 1동 2호,"경기도 화성시 양감면 장승백이길 62-23, 1동 2호",37.06947408,126.9231315
화성시,(주)신보산업,,①ⓐ,,18469,경기도 화성시 영천동 832-1번지 514호,"경기도 화성시 동탄첨단산업1로 14, 514호",37.210226,127.0914042
화성시,금광자원,031-511-3833,①ⓑ,,18269,경기도 화성시 남양읍 신남리 309번지 2층,"경기도 화성시 남양읍 남양로451번길 5-21, 2층",37.18036861,126.8153125
화성시,인프라스틸,031-354-1888,①ⓑ,,18521,경기도 화성시 정남면 백리 21-12번지,경기도 화성시 정남면 시청로 1560-16,37.173714,126.9478653
화성시,(주)서연산업,,⑧,,18551,경기도 화성시 송산면 사강리 393번지,경기도 화성시 송산면 송산포도로 275-46,37.21537734,126.7175619
화성시,㈜상생,,⑧,,18569,경기도 화성시 우정읍 화산리 364-40번지,경기도 화성시 우정읍 화산리 364-40번지,37.07452478,126.7936646
화성시,㈜기은알에스,031-689-5468,⑧,,18630,경기도 화성시 양감면 용소리 910번지,경기도 화성시 양감면 용소금각로 2,37.07639114,126.9701832
화성시,샘자원환경,,⑧,,18522,경기도 화성시 정남면 문학리 286-15번지,경기도 화성시 정남면 서봉로 851번길 16-8,37.15103321,126.9612733
화성시,미소유통,,⑧,,18293,경기도 화성시 비봉면 청요리 611-1번지,경기도 화성시 비봉면 청요로 32,37.20294077,126.8950157
화성시,주식회사 월드철강,,⑧,,,"경기도 화성시 정남면 백리 36, 36-1, 38, 38-2","경기도 화성시 정남면 백리 36, 36-1, 38, 38-2",,
화성시,㈜화성,031-227-5157,①ⓐ,,18347,경기도 화성시 송산동 192-80번지,경기도 화성시 용주로 152번길 36-45,37.216124,127.0004391
화성시,대흥유지,,⑧,,18344,경기도 화성시 배양동 69-428번지,경기도 화성시 융건로106번길 20,37.21876766,126.9904579
화성시,개별화물,,⑧,,18581,경기도 화성시 장안면 수촌리 22-19번지,경기도 화성시 장안면 황골길 63-17,37.09488487,126.8648857
화성시,나청옥,,⑧,,18315,경기도 화성시 봉담읍 상리 20-2번지 삼성그랜드타운 105동 302호,"경기도 화성시 봉담읍 샘마을길 40-20, 삼성그랜드타운 105동 302호",37.21698282,126.9501311
화성시,태산비철,031-353-7989,⑧,,18531,경기도 화성시 팔탄면 지월리 731-43번지,경기도 화성시 팔탄면 터넉골로165번길 32-12,37.13830765,126.8910045
화성시,남양자원,,⑧,,18392,경기도 화성시 진안동 856-2번지,경기도 화성시 병점동로148번길 5-13,37.21754294,127.0368465
화성시,㈜제이에스철강 화성지점,031-432-8780,⑧,,18269,경기도 화성시 남양읍 신남리 906-9번지,경기도 화성시 남양읍 신남로 104-16,37.18451191,126.7978352
화성시,전진,031-353-3613,⑧,,18521,경기도 화성시 정남면 백리 271-11번지,경기도 화성시 정남면 시청로 1732-87,37.16145278,126.9631028
화성시,미영자원,,⑧,,18364,경기도 화성시 봉담읍 수기리 11-19번지,경기도 화성시 봉담읍 세자로 367-34,37.19825108,126.9819869
화성시,G.M케미칼,031-352-8497,⑧,,18583,경기도 화성시 장안면 독정리 101-8번지,경기도 화성시 장안면 남양호로 104-51,37.08227814,126.867331
화성시,우리철강 주식회사,031-351-6059,⑧,,18559,경기도 화성시 우정읍 주곡리 161-50번지,경기도 화성시 우정읍 매바위로 221-56,37.13180505,126.8066874
화성시,명승플라텍,031-355-0671,①ⓑ,,18255,경기도 화성시 남양읍 북양리 527-16번지,경기도 화성시 현대기아로 720-20  (북양동),37.21135992,126.859042
화성시,동남자원,031-235-7701,①ⓑ,,18373,경기도 화성시 반정동 382-5번지,경기도 화성시 정조로 166-29 (반정동),37.2287993,127.02493
화성시,향우실업㈜,031-8059-3974,⑧,,18527,경기도 화성시 팔탄면 구장리 74-24번지,경기도 화성시 팔탄면 시청로 1060,37.1719134,126.9036775
화성시,송문산업,,⑧,,18545,경기도 화성시 송산면 마산리 485-4번지,경기도 화성시 송산면 송산포도로561번길 32,37.22812353,126.693465
화성시,종민개별화물 선철원,,⑧,,18591,경기도 화성시 향남읍 행정리 479번지 한국아델리움아파트 901동 604호,경기도 화성시 향남읍 행정동로 88 한국아델리움@ 901동 604호,37.13215467,126.9279249
화성시,㈜부일철강,031-366-0545,⑧,,18590,경기도 화성시 향남읍 행정리 58-10번지 70-3,"경기도 화성시 향남읍 토성로 70-1,70-3",37.12564891,126.9359553
화성시,㈜다온에코,,⑧,,18279,경기도 화성시 남양읍 무송리 524-1번지,경기도 화성시 남양읍 현대기아로 250번길 53,37.17722174,126.8454409
화성시,한솔리싸이클링,031-419-1991,⑧,,18284,"경기도 화성시 비봉면 양노리 723-32번지 1동(폐전선,폐의류), 2동 일부(폐포장재,고철, 폐가전제품)","경기도 화성시 비봉면 양노남길 46-45 1동(폐전선,폐의류), 2동 일부(폐포장재,고철, 폐가전제품)",37.22016039,126.8629126
화성시,㈜경기비철,031-358-4549,⑧,,18558,경기도 화성시 우정읍 호곡리 1-120번지,경기도 화성시 우정읍 호곡공단로27-13,37.1276551,126.7938803
화성시,(주)재운산업,031-662-0042,①ⓒ,,18630,경기도 화성시 양감면 용소리 115-1번지,경기도 화성시 양감면 용소금각로36번길 154-83,37.0716898,126.9917136
화성시,주식회사 서광메탈,02-2617-0653,⑧,,18537,"경기도 화성시 마도면 석교리 576번지 (석교리 576번지, 1동) 1동 내 1종근린생활시설 구역은 제외한다","경기도 화성시 마도면 석교로 26-21(석교리 576번지, 1동) 1동 내 1종근린생활시설 구역은 제외한다",37.19484457,126.7670242
화성시,(주)국일메탈,031-8059-8211,⑦,,18532,경기도 화성시 팔탄면 구장리 954-5번지,경기도 화성시 팔탄면 포승향남로 2960-27,37.15513433,126.9137309
화성시,(주)에스앤비,031-366-3515,⑦,,18588,경기도 화성시 향남읍 도이리 74번지,경기도 화성시 향남읍 도이하가등길 53-10,37.1444794,126.9359619
화성시,㈜대영산업개발,,①ⓒ,,18556,경기도 화성시 서신면 홍법리 188번지,경기도 화성시 서신면 해운로 458번길 2,37.16529593,126.7382958
화성시,(주)원로지스,031-831-3916,①ⓑ,,18478,"경기도 화성시 오산동 969-6번지 광장프리미업빌2, 3층 306","경기도 화성시 동탄오산로 86-7, 광장프리미업빌2, 3층 306",37.1978174,127.09777
화성시,유림자원,,①ⓐ,,18455,경기도 화성시 반송동 106-3번지 돌모루프라자 601동 B20호,"경기도 화성시 노작로 147, 601-B20호(반송동, 돌모루프라자)",37.20107649,127.073435
화성시,대진포리머,,①ⓑ,,18269,경기도 화성시 남양읍 신남리 309번지 2층,경기도 화성시 남양읍 남양로451번길 5-21(신남리 309-1) 2층,37.18036861,126.8153125
화성시,미림환경,031-355-6245,①ⓑ,,18561,경기도 화성시 우정읍 한각리 147-3번지 2층,"경기도 화성시 우정읍 조암죽말길87번길 41, 2층",37.08979537,126.8029183
화성시,한신,,①ⓑ,,18543,경기도 화성시 마도면 청원리 193-6번지,경기도 화성시 마도면 마도로 477,37.18913379,126.7561057
화성시,홀승공업,,①ⓑ,,18269,경기도 화성시 남양읍 신남리 309번지 2층,경기도 화성시 남양읍 남양로451번길 5-21(신남리 309-1) 2층,37.18036861,126.8153125
화성시,(주)에프엘에너지,031-351-7369,①ⓑ,,18586,경기도 화성시 장안면 장안리 580-1번지,경기도 화성시 장안면 포승장안로 919-18,37.04853787,126.8522605
화성시,정빈자원,,①ⓐ,,18584,경기도 화성시 장안면 어은리 549-2번지,경기도 화성시 장안면 장안로 247,37.08560679,126.8445418
화성시,평온유지,,⑧,,18504,경기도 화성시 산척동 748번지 3502동 609호,"경기도 화성시 동탄순환대로 10길 30-23, 3502동 609호",37.1651137,127.1222496
화성시,디딤돌,,①ⓒ,,18455,경기도 화성시 반송동 106-3번지 돌모루프라자 B동 235호,"경기도 화성시 노작로 147, B235(반송동, 돌모루프라자)",37.20107649,127.073435
화성시,RAMANAR BRICK KOREA.CO,031-355-6064,⑤,,18293,경기도 화성시 비봉면 자안리 843-2번지,경기도 화성시 비봉면 하저자안로 186-7,37.19526796,126.8755388
화성시,(주)제삼섹터,031-354-0708,⑦,,18589,경기도 화성시 향남읍 백토리 226-39번지,경기도 화성시 향남읍 솔태상두길 281-14,37.11504706,126.9491132
화성시,(주)에버그린,,①ⓑ,,18390,경기도 화성시 진안동 525-14번지 경원빌딩 3층,"경기도 화성시 떡전골로 112-13,3층(진안동, 경원빌딩)",37.20875,127.033463
화성시,정우리사이클링(주),031-354-7778,⑦,,18530,경기도 화성시 팔탄면 율암리 653-4번지,경기도 화성시 팔탄면 노하길454번길 23,37.16266,126.8764378
화성시,(주)신승에너지,031-358-8131,①ⓑ,,18281,경기도 화성시 남양읍 장덕리 765-1번지,경기도 화성시 매바위로 570-10 (장덕동),37.15528944,126.8040968
화성시,대광국제무역(주),031-351-8607,⑦,,18586,경기도 화성시 장안면 장안리 1295번지,경기도 화성시 장안면 덕다길 462,37.03958533,126.8487046
화성시,㈜하나환경스틸,,⑤,,18623,경기도 화성시 향남읍 구문천리 875-71번지,경기도 화성시 향남읍 구문천1길 59-20,37.07311811,126.8893776
화성시,㈜케이지에프 화성지점,,⑤,,18583,경기도 화성시 장안면 어은리 531-3번지,경기도 화성시 장안면 장안로227번길 40-21(어은리 529-45),37.08744694,126.846405
화성시,구룡전기,031-797-6121,⑦,,18541,경기도 화성시 마도면 청원리 682-2번지 1동,"경기도 화성시 마도면 청원로231번길  60-15, 1동",37.18025503,126.7750059
화성시,디에치산업 주식회사,,⑦,,18576,경기도 화성시 팔탄면 노하리 601-33번지,경기도 화성시 팔탄면 노하길 330번길 74-7,37.1533788,126.8601399
화성시,측천산업㈜,032-430-6012,⑦,,18554,경기도 화성시 서신면 전곡리 140-2번지,경기도 화성시 서신면 앞실길 36-27,37.19433313,126.7004949
화성시,㈜성원스틸,,⑧,,18580,경기도 화성시 장안면 금의리 572-9번지,경기도 화성시 장안면 장안공단로 215-14,37.11671903,126.8292357
화성시,리라금속,031-352-9342,⑦,,18530,경기도 화성시 팔탄면 율암리 398-18번지,경기도 화성시 팔탄면 시청로 788,37.16826694,126.878194
화성시,수퍼빈㈜,,⑧,,18569,"경기도 화성시 우정읍 화산리 364-23,-24","경기도 화성시 우정읍 화산리 364-23,-24",37.07421785,126.7935887
화성시,초스피드환경,031-351-9492,①ⓒ,,18581,경기도 화성시 장안면 수촌리 373-1번지,경기도 화성시 장안면 수정로 384-11,37.09907034,126.8637479
화성시,㈜부림글로벌상사,,①ⓑ,,18530,경기도 화성시 팔탄면 율암리 830-1번지,경기도 화성시 팔탄면 온천로 437-31,37.15459118,126.8796348
화성시,명진유통,,⑧,,18321,경기도 화성시 봉담읍 와우리 65-11번지 문성원룸 206호,"경기도 화성시 봉담읍 와우안길 35-16, 206호(문성원룸)",37.21455377,126.9770517
화성시,에이케이(화성),,⑧,,18555,경기도 화성시 서신면 상안리 260번지,경기도 화성시 서신면 재안골길 32,37.17826396,126.7116477
화성시,누리환경,,①ⓒ,,18269,경기도 화성시 남양읍 신남리 309번지,경기도 화성시 남양읍 남양로 451번길 5-21(309-1),37.18036861,126.8153125
화성시,유비전자홀딩스㈜,,①ⓐ,,18529,경기도 화성시 팔탄면 율암리 580-9번지 발안현대공구타운 301동 210호,"경기도 화성시 팔탄면 서해로 1121번길 20, 301동 210호",37.16147239,126.8889829
화성시,동아양행,,①ⓐ,,18556,경기도 화성시 서신면 사곳리 5-23번지,경기도 화성시 서신면 안벼슬길 102번길 147,37.15376156,126.7416548
화성시,정진유통,,⑧,,18499,경기도 화성시 장지동 917번지 동탄호수하우스디 2842동 1902호,"경기도 화성시 동탄대로1길 66, 2842동 1902호",37.16268082,127.0978774
화성시,성신자원,,⑧,,18514,경기도 화성시 정남면 망월리 232-24번지,경기도 화성시 정남면 정남동로325번길 18,37.14869245,127.0075269
화성시,서종테크,,⑧,,18626,경기도 화성시 양감면 사창리 733-10번지,경기도 화성시 양감면 안요골길82번길 56-7,37.09993002,126.9608139
화성시,주식회사 무지개무역,,⑧,,18255,경기도 화성시 남양읍 북양리 564-11번지,경기도 화성시 남양읍 주석로325번길 36,37.20842281,126.866009
화성시,㈜고성산업,,⑧,,18551,경기도 화성시 송산면 사강리 256-11번지,경기도 화성시 송산면 송산포도로 258-17,37.21798884,126.7199131
화성시,정석&컴퍼니,,⑧,,18284,경기도 화성시 비봉면 자안리 732번지,경기도 화성시 비봉면 주석로 434,37.19975369,126.8698226
화성시,천웅스틸㈜,031-352-3350,⑧,,18623,경기도 화성시 향남읍 구문천리 657-18번지,경기도 화성시 향남읍 장안로 764-41,37.08517916,126.8911486
화성시,㈜하이원리싸이클링,031-377-0143,⑧,,18576,경기도 화성시 팔탄면 노하리 198-1번지,경기도 화성시 팔탄면 노하길 297-1,37.15849381,126.8642413
화성시,일사천리시스템㈜,02-868-1472,⑧,,,경기도 화성시 마도면 해운올 630번길 82-14,경기도 화성시 마도면 해운올 630번길 82-14,,
화성시,주식회사 다가치,,①ⓑ,,18614,경기도 화성시 향남읍 상신리 946-9번지,경기도 화성시 향남읍 장안로 878,37.09392488,126.8932954
화성시,케이엠에코㈜,031-319-4105,①ⓑ,,18559,경기도 화성시 우정읍 주곡리 161-112번지 31동,"경기도 화성시 우정읍 매바위로237번길 45, 31동",37.13530034,126.8078602
화성시,케이씨유리자원(주),070-4837-6200,⑦,,18515,경기도 화성시 정남면 제기리 341-7번지,경기도 화성시 정남면 덕절제기길 13-13,37.13046417,127.0158634
화성시,대주상사(수지),,⑦,,18523,경기도 화성시 정남면 계향리 456-1번지 C동,"경기도 화성시 정남면 만년로303번길 15-8, C동",37.14788597,126.981182
화성시,엠에스리사이클링(주),,⑦,,18544,경기도 화성시 마도면 고모리 625-86번지,경기도 화성시 해운로630번길 88-1,37.16857851,126.7512611
화성시,대영바이오,031-355-1790,⑦,,18274,경기도 화성시 남양읍 무송리 180-22번지,경기도 화성시 남양읍 현대기아로 466-101,37.19317184,126.8495059
화성시,중앙케미칼(주),031-358-0946,⑦,,18574,경기도 화성시 장안면 석포리 614-5번지,경기도 화성시 장안면 돌서지길 96-43,37.1357594,126.8345056
화성시,㈜이레환경,,⑦,,18584,경기도 화성시 장안면 사랑리 248-7번지,경기도 화성시 장안면 중원길 5-69,37.06914113,126.8321859
화성시,SK네트웍스서비스(주),031-355-8720,⑦,,18536,경기도 화성시 팔탄면 하저리 930-10번지,경기도 화성시 팔탄면 무하로 149-68,37.18502216,126.8575748
화성시,영진산업,031-356-3851,⑦,,18284,경기도 화성시 비봉면 자안리 544-10번지,경기도 화성시 비봉면 푸른들판로1153번길 39,37.20510861,126.8682455
화성시,우용산업,031-358-6991,⑦,,18584,경기도 화성시 장안면 어은리 38-3번지,경기도 화성시 장안면 3.1만세로281번길 5-2,37.09828869,126.8362627
화성시,은성산업,031-352-3997,⑦,,18514,경기도 화성시 정남면 망월리 192-1번지,경기도 화성시 정남면 망월길 33,37.14898726,127.011241
화성시,(주)새롬이엔지 제2공장,031-354-1800,⑦,,18581,경기도 화성시 장안면 수촌리 989-5번지,경기도 화성시 장안면 3.1만세로322번길 49-10,37.09826308,126.8446241
화성시,㈜예본스틸,031-8055-0859,⑦,,18626,"경기도 화성시 양감면 사창리 815-1번지, 1동 1층","경기도 화성시 양감면 사창리 815-1번지, 1동 1층",37.09167511,126.9632579
화성시,㈜레노모터스,031-355-2225,⑤,,18281,경기도 화성시 남양읍 장덕리 1049-1번지,경기도 화성시 남양읍 장덕북길 151(2동)(장덕리),37.16877964,126.7988707
화성시,코아텍주식회사,070-7510-4449,⑦,,18583,경기도 화성시 장안면 독정리 677-11번지 2동,"경기도 화성시 장안면 수정로 177-19, 2동",37.08278564,126.8594399
화성시,㈜케이제이더블유솔루션,,⑦,,18554,경기도 화성시 서신면 전곡리 183번지,경기도 화성시 서신면 당성로 256-2,37.1959273,126.6949795
화성시,㈜청목,,⑦,,18583,경기도 화성시 장안면 독정리 227-5번지,경기도 화성시 장안로 479-14,37.07668185,126.8676138
화성시,샘자원환경,02-2081-7954,⑦,,18522,경기도 화성시 정남면 문학리 286-15번지,경기도 화성시 정남면 서봉로851번길 16-8,37.15103321,126.9612733
화성시,㈜지이케미칼,031-372-3113,⑦,,18584,경기도 화성시 장안면 덕다리 320-2번지,경기도 화성시 장안면 덕다길50번길 84,37.06000593,126.829904
화성시,㈜케이씨메탈,,⑦,,18551,경기도 화성시 송산면 사강리 256-17번지,경기도 화성시 송산면 송산포도로 258-13(송산면 사강리 256-17),37.21796484,126.7203755
화성시,진현토건(주),,⑦,,18634,"경기도 화성시 양감면 요당리 527-6, 527-7","경기도 화성시 양감면 요당리 527-6, 527-7",37.07910044,126.9248249
화성시,금우산업개발㈜,031-433-2580,⑦,,18274,경기도 화성시 남양읍 무송리 6-9번지,경기도 화성시 남양읍 주석로 372-157,37.19875427,126.8616164
화성시,㈜대일인터내셔널,031-977-9715,⑦,,18569,경기도 화성시 우정읍 화산리 242-3번지,경기도 화성시 우정읍 한말길 168-11(화산리 242-3),37.074912,126.7905785
화성시,㈜지엠피콥(2공장),031-5424-7012,⑦,,18559,"경기도 화성시 우정읍 주곡리 161-484번지 (주곡리 161-484, 161-491)","경기도 화성시 우정읍 매바위로237번길 106-68(주곡리 161-484, 161-491)",37.13386903,126.8005102
화성시,㈜이켐솔루션,031-358-0570,⑦,,18583,경기도 화성시 장안면 독정리 677-11번지,경기도 화성시 장안면 수정로 177-19,37.08278564,126.8594399
화성시,(유)에코리치,,⑦,,18561,경기도 화성시 우정읍 한각리 580-12번지,경기도 화성시 우정읍 한뿌리1길 128-46,37.09081095,126.796304
화성시,형제철재상사,,①ⓑ,,18269,경기도 화성시 남양읍 신남리 309번지,경기도 화성시 남양읍 남양로 451번길 5-21,37.18036861,126.8153125
화성시,㈜하은자원,,①ⓑ,,18532,경기도 화성시 팔탄면 구장리 954-1번지,경기도 화성시 팔탄면 포승향남로 2960-19,37.15521383,126.9134037
화성시,상일수지,,①ⓑ,,18544,경기도 화성시 마도면 금당리 119-4번지,경기도 화성시 마도면 금당북길 12-32,37.192693,126.7487583
화성시,태성건설,,①ⓑ,,18269,경기도 화성시 남양읍 신남리 309번지 2층,"경기도 화성시 남양읍 남양로 451번길 5-21, 2층(신남리 309-1)",37.18036861,126.8153125
화성시,대영인더스트리 주식회사,031-351-4988,①ⓑ,,18581,경기도 화성시 장안면 수촌리 140번지,경기도 화성시 장안면 수정로 273,37.09097339,126.8599786
화성시,파란환경,,①ⓑ,,18334,경기도 화성시 봉담읍 당하리 183번지 1층,"경기도 화성시 봉담읍 안당하리길 31, 1층",37.18466743,126.9347732
화성시,다모아재활,,①ⓑ,,18269,경기도 화성시 남양읍 신남리 309번지 2층,"경기도 화성시 남양읍 남양로 451번길 5-21(신남리 309-1), 2층",37.18036861,126.8153125
화성시,㈜우정로지스,031-8077-2581,①ⓐ,,18627,경기도 화성시 양감면 사창리 63-1번지 경기대형트럭주식회사 310호,"경기도 화성시 양감면 초록로 594-63, 310호",37.10633902,126.9768962
화성시,대국에너지,,①ⓑ,,18581,경기도 화성시 장안면 수촌리 781-3번지,경기도 화성시 장안면 방축말길 35번길 79,37.11246723,126.852448
화성시,대영사회적협동조합,,①ⓑ,,18553,경기도 화성시 서신면 광평리 351-2번지 2층,"경기도 화성시 서신면 당성로 66-12, 2층",37.18073616,126.690612
화성시,대한자원,,①ⓑ,,18269,경기도 화성시 남양읍 신남리 309번지,경기도 화성시 남양읍 남양로 451번길 5-21(신남리 309-1),37.18036861,126.8153125
화성시,하마유지,,⑧,,18292,경기도 화성시 비봉면 쌍학리 184번지,경기도 화성시 비봉면 쌍학길 72-8,37.24301226,126.8958907
화성시,㈜크린씨티화성,031-227-3391,①ⓐ,,18298,경기도 화성시 봉담읍 동화리 252번지,경기도 화성시 봉담읍 낭내기길55-24,37.22026344,126.9637908
화성시,(주)미래환경,,①ⓐ,,18588,경기도 화성시 향남읍 도이리 166,경기도 화성시 향남읍 도이리 166,37.14037896,126.919362
화성시,울타리자원,,⑧,,18279,경기도 화성시 남양읍 온석리 135번지,경기도 화성시 남양읍 온석동길 63-7,37.17657132,126.8633802
화성시,(주)디엔코,031-413-6021,⑧,,18515,경기도 화성시 정남면 덕절리 178-3번지,경기도 화성시 정남면 덕절중앙길 1-21,37.13393545,127.0249834
화성시,(주)드럼코리아,031-355-9553,⑧,,18540,경기도 화성시 마도면 송정리 530-21번지,경기도 화성시 마도면 송정로264번길 39-29,37.21944701,126.7988641
화성시,다온수지,,⑦,,18519,경기도 화성시 정남면 신리 303-16번지,경기도 화성시 정남면 신백길90번길 29-7,37.16463324,126.9687682
화성시,강진산업,031-353-7349,⑦,,18589,경기도 화성시 향남읍 관리 216-1번지,경기도 화성시 향남읍 서봉로 574,37.1277114,126.9509465
화성시,(주)하얀산업,031-298-1134,⑦,,18303,경기도 화성시 봉담읍 동화리 477-5번지,경기도 화성시 봉담읍 새말길 9,37.21961708,126.9584303
화성시,(주)대영폴리머,031-352-6841,⑦,,18513,경기도 화성시 정남면 내리 156번지,경기도 화성시 정남면 금복길 111,37.15281572,127.0172188
화성시,(주)하나수지,031-353-4636,⑦,,18623,경기도 화성시 향남읍 구문천리 875-71번지,경기도 화성시 향남읍 구문천1길 59-20,37.07311811,126.8893776
화성시,영일분쇄,031-353-6119,⑦,,18517,경기도 화성시 정남면 발산리 373-1번지,경기도 화성시 정남면 가장로 69-1,37.170279,126.9920565
화성시,(주)고려비철공업,031-354-5420,⑦,,18520,경기도 화성시 정남면 오일리 396-7번지,경기도 화성시 정남면 여의동길 99,37.16971177,126.9615801
화성시,신흥수지,031-352-2785,⑦,,18627,경기도 화성시 양감면 정문리 429-3번지,경기도 화성시 양감면 정문송산로93번길 49-16,37.09679288,126.980968
화성시,㈜광명수지,031-352-9021,⑦,,18520,경기도 화성시 정남면 오일리 395번지,경기도 화성시 정남면 여의동길 90-7,37.16987017,126.9627166
화성시,동원화학수지,031-354-7898,⑦,,18624,경기도 화성시 향남읍 관리 24-2번지,경기도 화성시 향남읍 발안로464번길 38,37.12820482,126.9563017
화성시,미성종합수지,031-355-3767,⑦,,18269,경기도 화성시 남양읍 신남리 1162-5번지,경기도 화성시 남양읍 남양로 315-3  (신남동),37.17004011,126.8109114
화성시,㈜호은환경,,①ⓐ,,18453,경기도 화성시 반송동 91-2번지 로하스애비뉴 4층 401-바83호,"경기도 화성시 동탄중심상가2길 8, 4층 401-바83호(반송동, 로하스애비뉴)",37.20553559,127.0726436
화성시,동훈자원,,①ⓐ,,18561,경기도 화성시 우정읍 한각리 147-3번지,경기도 화성시 우정읍 조암죽말길87번길 41,37.08979537,126.8029183
화성시,㈜에이치이티에스,031-355-4250,⑧,,18585,경기도 화성시 장안면 노진리 37,경기도 화성시 장안면 노진리 37,37.05651491,126.8183839
화성시,㈜정원건설,031-291-4352,①ⓒ,,18325,경기도 화성시 안녕동 175-6번지,경기도 화성시 안녕길 87,37.20034669,126.9913142
화성시,㈜한결아스콘,031-8077-2253,①ⓒ,,18522,경기도 화성시 정남면 문학리 721-37번지,경기도 화성시 정남면 서봉로 757,37.14307011,126.9584923
화성시,옥토환경개발,,①ⓒ,,18561,경기도 화성시 우정읍 한각리 147-3번지 2층,"경기도 화성시 우정읍 조암죽말길87번길 41, 2층",37.08979537,126.8029183
화성시,한울컨설턴트㈜,031-351-5837,①ⓒ,,18569,경기도 화성시 우정읍 화산리 194번지,경기도 화성시 우정읍 버들로191번길 71-15,37.07635949,126.7914538
화성시,미영자원환경,,①ⓑ,,18611,경기도 화성시 향남읍 하길리 1472-4번지,경기도 화성시 향남읍 상신하길로 298번길 7-11,37.11552304,126.9112338
화성시,㈜성우건설,031-297-6334,①ⓒ,,18334,경기도 화성시 봉담읍 세곡리 89-5번지,경기도 화성시 봉담읍 가능골1길 66,37.18683063,126.9309715
화성시,정훈환경,,①ⓒ,,18453,경기도 화성시 반송동 91-2번지 로하스애비뉴 401호,"경기도 화성시 동탄중심상가2길 8, 401호",37.20553559,127.0726436
화성시,㈜수원건설,031-222-6700,①ⓒ,,18336,경기도 화성시 봉담읍 덕리 72-3번지,경기도 화성시 봉담읍 삼천병마로 701,37.17056514,126.9357568
화성시,㈜성한에스건설,031-8059-4736,①ⓒ,,18594,경기도 화성시 향남읍 장짐리 359-5번지 B동 209호,"경기도 화성시 향남읍 발안만세길 181, 비동 209호",37.13960232,126.8991798
화성시,㈜도담건설,,①ⓒ,,18364,경기도 화성시 안녕동 178-121번지,경기도 화성시 안녕남로 75-7,37.19806824,126.9918027
화성시,한송이건설(주),031-293-9690,①ⓒ,,18287,경기도 화성시 매송면 어천리 511-1번지 나동,"경기도 화성시 매송면 화성로 2238-21, 나동",37.2489149,126.9117084
화성시,㈜케이에스에너지,,①ⓐ,,18523,경기도 화성시 정남면 귀래리 533번지,경기도 화성시 내향로 240-55,37.13029889,126.9893629
화성시,우성건설㈜,031-267-0351,①ⓒ,,18329,경기도 화성시 봉담읍 분천리 14-4번지 202호,"경기도 화성시 봉담읍 최루백로 139, 202호",37.21044195,126.9567039
화성시,주식회사 에스더블유성우,031-354-2808,①ⓐ,,18523,경기도 화성시 정남면 귀래리 126-3번지,경기도 화성시 정남면 내향안길 237-56,37.1322735,127.0000564
화성시,영림철거,,①ⓒ,,18269,경기도 화성시 남양읍 신남리 309번지 2층,"경기도 화성시 남양읍 남양로451번길 5-21, 2층",37.18036861,126.8153125
화성시,㈜지에스무역,,⑧,,18549,경기도 화성시 송산면 삼존리 730-1번지,경기도 화성시 송산면 화성로 636-44,37.21321997,126.7562637
화성시,㈜아시아인더스트리,,⑤,,18608,경기도 화성시 향남읍 상두리 15-5번지,경기도 화성시 향남읍 서봉로442번길 35-51,37.11215807,126.946219
