시설명,소재지도로명주소,소재지지번주소,위도,경도,업종명,전문처리분야명,처리폐기물정보,영업구역,시설·장비명,허가일자,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
소백환경,경상북도 영주시 장수면 충효로 2002,경상북도 영주시 장수면 화기리 647,36.76353781,128.558919,폐기물수집및운반업,,51-22-02,,,2025-04-11,054-638-2525,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
소백환경,경상북도 영주시 장수면 충효로 2002,경상북도 영주시 장수면 화기리 647,36.76353781,128.558919,폐기물수집및운반업,,51-22-01,,,2025-04-11,054-638-2525,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
소백환경,경상북도 영주시 장수면 충효로 2002,경상북도 영주시 장수면 화기리 647,36.76353781,128.558919,폐기물수집및운반업,,51-21-02,,,2025-04-11,054-638-2525,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
소백환경,경상북도 영주시 장수면 충효로 2002,경상북도 영주시 장수면 화기리 647,36.76353781,128.558919,폐기물수집및운반업,,51-21-01,,,2025-04-11,054-638-2525,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
소백환경,경상북도 영주시 장수면 충효로 2002,경상북도 영주시 장수면 화기리 647,36.76353781,128.558919,폐기물수집및운반업,,51-20-99,,,2025-04-11,054-638-2525,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
소백환경,경상북도 영주시 장수면 충효로 2002,경상북도 영주시 장수면 화기리 647,36.76353781,128.558919,폐기물수집및운반업,,51-20-27,,,2025-04-11,054-638-2525,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
탑산업개발(주),경상남도 하동군 금남면 섬진강대로 671,,34.9861505072,127.8367672794,폐기물수집·운반업,,51-13-99,,,2015-04-14,055-882-5535,경상남도 하동군청,2023-07-14,5440000,경상남도 하동군
남해안중기,경상남도 하동군 금남면 사등마을길 101-4,,34.9677068271,127.8437886981,폐기물수집·운반업,,51-12-01+51-12-02+51-13-03+51-17-04,,,2018-08-27,,경상남도 하동군청,2023-07-14,5440000,경상남도 하동군
안동환경주식회사,경상북도 안동시 은행나무로 28 (옥동),경상북도 안동시 옥동 1037-4,36.5644911768,128.6875496914,폐기물수집및운반업,,91-01-00+91-02-00+91-03-00+91-04-00+91-05-00+91-06-01+91-06-02+91-06-03+91-07-01+91-07-02+91-08-00+9,,,2024-03-11,,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
동남자원,경상북도 안동시 노하길 233 (노하동),경상북도 안동시 노하동 101-1,36.5782227630,128.6885662423,폐기물수집및운반업,,91-01-00+91-02-00+91-03-00+91-04-00+91-05-00+91-06-01+91-06-02+91-06-03+91-07-01+91-07-02+91-08-00+9,,,2024-03-12,054-843-1898,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
간이환경,경상북도 안동시 금곡아랫길 32,경상북도 안동시 금곡동 7-1,36.5686610202,128.7214934424,폐기물수집및운반업,,91-01-00+91-02-00+91-03-00+91-04-00+91-05-00+91-06-01+91-06-02+91-06-03+91-07-01+91-07-02+91-08-00+9,,,2024-03-11,,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
명성환경산업,경상북도 안동시 중앙로 87-2 (동문동),경상북도 안동시 동문동 163-4,36.5650161257,128.7362437511,폐기물수집및운반업,,91-01-00+91-02-00+91-03-00+91-04-00+91-05-00+91-06-01+91-06-02+91-06-03+91-07-01+91-07-02+91-08-00+9,,,2024-02-21,,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
에코클린워터 주식회사,경상북도 안동시 남후면 여실곡길 2,경상북도 안동시 남후면 광음리 150-1,36.5146918557,128.6813728569,폐기물수집및운반업,,91-01-00+91-02-00+91-03-00+91-04-00+91-05-00+91-06-01+91-06-02+91-06-03+91-07-01+91-07-02+91-08-00+9,,,2024-02-21,,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
안동사랑 사회적협동조합,경상북도 안동시 서동문로 247,경상북도 안동시 신세동 78-15,36.5649001431,128.7390633898,폐기물수집및운반업,,91-01-00+91-02-00+91-03-00+91-04-00+91-05-00+91-06-01+91-06-02+91-06-03+91-07-01+91-07-02+91-08-00+9,,,2024-03-11,,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
동성이엔티,경상북도 안동시 일직면 중반들길 14-45,경상북도 안동시 일직면 광연리 590-1,36.4519887777,128.6679726983,폐기물수집및운반업,,91-01-00+91-02-00+91-03-00+91-04-00+91-05-00+91-06-01+91-06-02+91-06-03+91-07-01+91-07-02+91-08-00+9,,,2024-01-10,054-856-1231,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
대성골재(주),경상북도 안동시 앙실2길 83 (수하동),경상북도 안동시 수하동 797-68,36.5612973419,128.6781000891,폐기물수집및운반업,,91-01-00+91-02-00+91-03-00+91-04-00+91-05-00+91-06-01+91-06-02+91-06-03+91-07-01+91-07-02+91-08-00+9,,,2024-02-06,054-858-6377,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
(주)대흥환경산업,경상북도 안동시 남선면 충효로 4147-19,경상북도 안동시 남선면 현내리 62-1,36.5291918072,128.7461102889,폐기물수집및운반업,,91-01-00+91-02-00+91-03-00+91-04-00+91-05-00+91-06-01+91-06-02+91-06-03+91-07-01+91-07-02+91-08-00+9,,,2024-02-21,054-858-8550,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
삼득산업(주)안동지점,경상북도 안동시 풍산읍 평지길 182-54,경상북도 안동시 풍산읍 만운리 180,36.59941672,128.5875002,폐기물최종재활용업,,51-38-02,,,2013-06-05,054-859-0034,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
라인리사이클(주),경상북도 안동시 남후면 농공길 57,경상북도 안동시 남후면 광음리 1128,36.50158143,128.6579012,폐기물최종재활용업,,51-02-99+51-04-03+51-04-99,,,2019-02-25,054-843-9920,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
주식회사 성웅,경상북도 안동시 남선면 농공단지길 14-9,경상북도 안동시 남선면 신석리 781-1,36.53273485,128.7791394,폐기물최종재활용업,,51-03-02,,,2012-02-01,054-821-2003,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
주식회사 동명산업,경상북도 안동시 경북대로 543,경상북도 안동시 송현동 423-9,36.57695949,128.6974356,폐기물중간재활용업,,51-17-24+51-17-29+51-20-21+51-20-22+51-20-23+51-20-24+51-20-25+51-20-26+51-20-99,,,2014-05-09,054-857-9288,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
대성골재(주),경상북도 안동시 앙실2길 83 (수하동),경상북도 안동시 수하동 797-68,36.56129734,128.678102,폐기물중간재활용업,,51-20-21+51-20-23+51-20-99,,,2013-07-25,054-858-6377,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
(주)피앤피,경상북도 안동시 앙실1길 113 (송현동),경상북도 안동시 송현동 791-16,36.56216542,128.6796357,폐기물중간재활용업,,51-03-01+51-03-04+51-03-06+51-18-01+51-18-02+51-33-00+51-40-01,,,2013-07-22,054-855-5770,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
동방환경산업(주),경상북도 안동시 앙실로 333 (수하동),경상북도 안동시 수하동 797-71,36.55323881,128.677283,폐기물중간재활용업,,51-20-21+51-20-22+51-20-23,,,2013-07-19,054-859-7979,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
동성이엔티,경상북도 안동시 일직면 중반들길 14-54,경상북도 안동시 일직면 광연리 590-3,36.45238383,128.665928,폐기물중간재활용업,,51-20-21+51-20-23,,,2013-07-16,054-856-1231,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
안동재활용,경상북도 안동시 남선면 충효로 3716-43,경상북도 안동시 남선면 신석리 1140-126,36.53549146,128.7847956,폐기물중간재활용업,,21-05-10+51-18-01,,,2012-09-03,,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
창비환경,,"경상북도 안동시 와룡면 라소리 902 , 902-2",36.64680757,128.8064364,폐기물종합재활용업,,51-01-02+51-01-03+51-01-04+51-01-06+51-01-08+51-17-29,,,2023-06-20,,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
와룡환경산업,,경상북도 안동시 와룡면 감애리 359,36.65060646,128.7703622,폐기물종합재활용업,,51-20-21+51-20-22+51-20-23+51-20-24+51-20-26+51-20-99,,,2021-06-14,054-821-9022,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
영농조합법인 안동민속TMR,경상북도 안동시 남후면 농공길 52-10,경상북도 안동시 남후면 광음리 1115,36.50196658,128.6599569,폐기물종합재활용업,,51-01-06+51-17-29,,,2013-12-29,054-843-3113,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
안동범퍼,경상북도 안동시 서후면 북평로 194-3,경상북도 안동시 서후면 저전리 702-1,36.63013612,128.6980496,폐기물종합재활용업,,51-03-03,,,2013-09-06,054-854-9080,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
(주)동해석산,경상북도 안동시 녹전면 녹전로 536-1,경상북도 안동시 녹전면 죽송리 54-1,36.72848513,128.7789889,폐기물종합재활용업,,51-02-00+51-14-00,,,2013-08-06,054-855-0743,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
(주)에이스바이오,경상북도 안동시 와룡면 와북로 680-20,,36.66639862,128.7543976,폐기물종합재활용업,,51-01-02+51-01-03+51-01-04+51-01-06+51-01-08+51-17-19+51-17-29+51-17-99+51-38-02,,,2013-07-11,054-859-7682,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
(유)청용산업,경상북도 안동시 배고개길 95 (수하동),경상북도 안동시 수하동 779,36.54736016,128.6714011,폐기물종합재활용업,,51-02-19,,,2023-01-09,054-856-0015,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
영우농원,,경상북도 안동시 도산면 온혜리 1236,36.75112095,128.8076071,폐기물종합재활용업,,51-01-02+51-01-03+51-01-04+51-01-06+51-01-08+51-17-29,,,2021-03-05,,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
큰돌개별화물,경상남도 하동군 고전면 냉정길 11-2,,35.0430573727,127.7901223009,폐기물수집·운반업,,51-01-07+01-02-01,,,2018-08-29,,경상남도 하동군청,2023-07-14,5440000,경상남도 하동군
(유)구항환경,전라남도 여수시 여서2로 20,,34.74986826,127.7054062,폐기물수집및운반업,,51-03-01,,,2011-11-03,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
지구환경㈜,전라남도 여수시 대평길 32,,34.79169354,127.645437,폐기물수집및운반업,,51-03-01,,,2011-10-26,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
지구환경㈜,전라남도 여수시 대평길 32,,34.79169354,127.645437,폐기물수집및운반업,,51-03-01,,,2010-10-25,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(주)미래환경,전라남도 여수시 좌수영로 865-46,전라남도 여수시 여천동 351,34.78071387,127.6704131,폐기물수집및운반업,,51-03-01,,,2009-06-12,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(주)바이오테크,전라남도 여수시 시청서3길 5-11,,34.759309,127.6570273,폐기물수집및운반업,,51-03-01,,,2009-04-06,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
보광환경,전라남도 여수시 둔덕2길 38,,34.76923241,127.7016285,폐기물수집및운반업,,51-03-01,,,2009-12-28,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
국제환경,전라남도 여수시 봉산1로 27,,34.73359492,127.7226975,폐기물수집및운반업,,51-03-01,,,2009-12-28,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)시민환경,전라남도 여수시 신월로 779,,34.73875673,127.7244046,폐기물수집및운반업,,51-03-01,,,2009-12-28,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
신성환경,전라남도 여수시 좌수영로 187,전라남도 여수시 광무동 915-6,34.75515051,127.7238576,폐기물수집및운반업,,51-03-01,,,2008-09-07,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(주)안전환경,전라남도 여수시 좌수영로 841,전라남도 여수시 봉계동 147번지,34.78079829,127.6778907,폐기물수집및운반업,,51-03-01,,,2007-07-25,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(주)녹색환경산업,,전라남도 여수시 소라면 봉두리 547,34.79029975,127.5985448,폐기물수집및운반업,,51-03-01,,,2007-04-26,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
자유환경산업,전라남도 여수시 국동남8길 8,,34.73048698,127.7221376,폐기물수집및운반업,,51-03-01,,,2006-01-20,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)금강환경,전라남도 여수시 국동남8길 8,전라남도 여수시 국동 37-57,34.73048698,127.7221376,폐기물수집및운반업,,51-03-01,,,2006-01-20,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)조은환경,전라남도 여수시 양지1길 5,,34.77082359,127.7018564,폐기물수집및운반업,,51-03-01,,,2005-06-15,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(주)녹색환경산업,,전라남도 여수시 소라면 봉두리 547,34.79029975,127.5985448,폐기물수집및운반업,,51-03-01,,,2005-12-29,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)대한환경,전라남도 여수시 연등1길 175,,34.75615787,127.7210829,폐기물수집및운반업,,51-03-01,,,2005-11-04,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)동부환경,전라남도 여수시 둔덕2길 6-9,,34.76773409,127.7028986,폐기물수집및운반업,,51-03-01,,,2005-11-17,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(주)그린환경,전라남도 여수시 연등1길 101-3,,34.75484737,127.7284529,폐기물수집및운반업,,51-03-01,,,2004-08-25,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(주)태승,전라남도 여수시 율촌면 여순로 497-1,,34.84664963,127.6062785,폐기물수집및운반업,,51-03-01,,,2003-07-09,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
정일환경,전라남도 여수시 돌산읍 도실길 17,,34.66854985,127.7597539,폐기물수집및운반업,,51-03-01,,,2002-08-02,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)동부환경,전라남도 여수시 둔덕2길 6-9,,34.76773409,127.7028986,폐기물수집및운반업,,51-03-01,,,2002-06-13,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)시민환경,전라남도 여수시 신월로 779,,34.73875673,127.7244046,폐기물수집및운반업,,51-03-01,,,2002-05-02,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)중앙환경건설,전라남도 여수시 둔덕2길 46,,34.7694325,127.7011315,폐기물수집및운반업,,51-03-01,,,2002-12-03,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)중앙환경건설,전라남도 여수시 둔덕2길 46,,34.7694325,127.7011315,폐기물수집및운반업,,51-03-01,,,2002-01-16,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)여천위생공사,전라남도 여수시 반월길 83,,34.77645997,127.654921,폐기물수집및운반업,,51-03-01,,,2001-09-11,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)덕산기업,전라남도 여수시 쌍봉로 156,전라남도 여수시 신기동 26-7,34.76480394,127.6728047,폐기물수집및운반업,,51-03-01,,,1999-09-17,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
여순환경,전라남도 여수시 둔덕4길 20-1,,34.76888346,127.7012088,폐기물수집및운반업,,51-03-01,,,1997-08-11,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(주)청해이엔티,전라남도 여수시 소라면 운암길 5,,34.80507103,127.5912777,폐기물수집및운반업,,51-03-01,,,1996-12-26,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)유성환경,전라남도 여수시 연등1길 127-1,전라남도 여수시 연등동 726-3,34.75642886,127.7260393,폐기물수집및운반업,,51-03-01,,,1995-09-22,,전라남도 여수시청,2024-11-04,4810000,전라남도 여수시
(유)청인산업,경상북도 안동시 중앙로 54,경상북도 안동시 동부동 114-1,36.5649085415,128.7324046778,폐기물수집및운반업,,91-01-00+91-02-00+91-03-00+91-04-00+91-05-00+91-06-01+91-06-02+91-06-03+91-07-01+91-07-02+91-08-00+9,,,2024-03-12,,경상북도 안동시청,2024-08-16,5070000,경상북도 안동시
형철개별화물,경상남도 하동군 고전면 냉정길 11-2,,35.0430573727,127.7901223009,폐기물수집·운반업,,51-01-07+01-02-01,,,2018-08-30,,경상남도 하동군청,2023-07-14,5440000,경상남도 하동군
제이농장,충청남도 예산군 삽교읍 두리별리길 473-38,,36.72936049,126.762511,폐기물종합재활용업,,51-01-02+51-01-03+51-01-04+51-01-07+51-01-08,,,2018-12-26,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
정화농장,충청남도 예산군 오가면 원천오촌길 166-72,,36.7012878093,126.8039447913,폐기물종합재활용업,,51-01-02+51-01-03+51-01-04+51-01-06+51-01-07+51-01-08,,,2019-02-18,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
이에스디케미칼(주),충청남도 예산군 대술면 대술로 635,,36.69352334,126.9168491,폐기물수집및운반업,,51-03-01+51-03-02+51-03-03+51-03-04+51-03-05+51-03-06+51-03-07+51-03-08+51-03-99+51-18-01+51-18-02+5,,,2018-04-19,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
주식회사 세움환경,충청남도 예산군 고덕면 상몽산단로 162,,36.8008013108,126.6978378,폐기물수집및운반업,,51-01-01+51-02-01+51-03-01+51-17-19+51-28-01+51-29-01+51-38-01+51-38-03+51-38-99+51-99-00,,,2018-04-11,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
삼지금속공업(주),충청남도 예산군 고덕면 예당산단4길 36,,36.76611273,126.7229728,폐기물종합재활용업,,51-29-02+51-41-03,,,2018-02-13,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
대성농장,충청남도 예산군 대술면 차동로 984-40,,36.64261773,126.8837817,폐기물종합재활용업,,51-01-02+51-01-03+51-01-04+51-01-07+51-01-08,,,2018-08-16,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
고덕산업환경,충청남도 예산군 오가면 신원안길 42-16,,36.69741416,126.8194037851,폐기물수집및운반업,,51-03-01+51-03-02+51-03-06+51-04-99+51-05-99+51-06-01+51-07-01+51-11-01+51-12-01+51-13-99+51-27-02+5,,,2018-04-04,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
열풍산업,충청남도 예산군 신암면 신암남로 281,,36.73051743,126.821192,폐기물수집및운반업,,51-03-01+51-03-02+51-20-99+51-41-00,,,2017-06-30,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
예산금속,충청남도 예산군 예산읍 신례원로 10,,36.71248529,126.8331538,폐기물수집및운반업,,51-20-99+51-27-02+51-30-01+91-04-00,,,2017-04-28,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
이에스디케미칼(주),충청남도 예산군 대술면 대술로 635,,36.69352334,126.9168491,폐기물종합재활용업,,51-03-01+51-03-99,,,2013-07-19,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
대경프라스틱공업(주),충청남도 예산군 오가면 예산산업단지로 93-18,,36.67850604,126.8222634,폐기물종합재활용업,,51-03-01+51-03-99,,,2013-07-19,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
경남산업,충청남도 예산군 신암면 오신로 794,,36.73715188,126.8109546,폐기물종합재활용업,,51-03-01+51-03-99,,,2013-07-18,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
(주)페이스페이퍼,,충청남도 예산군 예산읍 신례원리 611-6,36.72200384,126.8469564648,폐기물중간재활용업,,22-22-02,,,2013-08-28,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
(주)부농농사랑지점,충청남도 예산군 삽교읍 수평로 191-50,,36.6771684,126.7027857,폐기물종합재활용업,,51-86-34+51-01-99+51-17-01+51-17-02+51-17-03+51-17-07+51-17-08+51-17-19+51-17-21+51-17-22+51-17-23+5,,,2013-04-30,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
거상환경,충청남도 예산군 예산읍 관양산길 146-30,,36.6733178,126.8431275,폐기물수집및운반업,,21-05-10+22-22-03,,,2012-10-11,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
주식회사 예일,충청남도 예산군 봉산면 봉산로 300-15,,36.74330444,126.6828579,폐기물최종재활용업,,51-23-00,,,2012-10-07,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
럭키산업,충청남도 예산군 고덕면 몽곡2길 1,,36.77251277,126.7162291,폐기물중간재활용업,,51-01-02+51-01-04+51-01-08,,,2013-06-24,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
(주)리코,충청남도 예산군 덕산면 남은들로 167-25,,36.66578464,126.6002906,폐기물수집및운반업,,91-02-00,,,2012-09-25,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
주식회사 연화신소재,충청남도 예산군 예산읍 예산로 319-34,,36.68011877,126.8629496,폐기물종합재활용업,,51-02-19+51-03-99+51-14-01+51-14-02+51-18-01+51-18-02+51-20-99+51-22-01+51-27-02+51-35-00+51-51-02+5,,,2012-12-06,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
보성산업,충청남도 예산군 오가면 황금뜰로 946,,36.72629461,126.778979,폐기물중간재활용업,,51-01-02+51-01-04+51-01-08,,,2012-08-14,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
(주)대광이앤씨,충청남도 예산군 대술면 대술로 697-39,,36.70039623,126.9130481,폐기물종합재활용업,,51-01-02+51-01-04+51-01-08,,,2012-08-14,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
(주)세종메이저인터내쇼날예산지점,충청남도 예산군 대술면 가마고개로 310-14,,36.67848667,126.8977793,폐기물종합재활용업,,51-03-99+51-18-01+51-18-02+51-18-03+51-18-99+51-03-01+51-09-00,,,2012-01-25,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
(주)유진이앤씨,충청남도 예산군 대술면 대술로 724,,36.70064326,126.9183074,폐기물종합재활용업,,40-02-06+51-17-21+51-17-22+51-17-23+51-17-24+51-17-29+51-20-01+51-20-02+51-20-03+51-20-04+51-20-05+5,,,2011-11-18,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
예당스틸,,충청남도 예산군 오가면 원천리 636-2,36.6952257287,126.7941465603,폐기물수집및운반업,,51-03-01+51-03-02+51-03-03+51-03-04+51-03-05+51-03-06+51-03-07+51-03-08+51-03-99+51-15-01+51-15-02+5,,,2011-11-24,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
대산산업주식회사,충청남도 예산군 신암면 조곡예림안길 34-32,,36.7445495,126.7891581,폐기물수집및운반업,,51-02-04+51-02-05+51-02-19+51-02-99+51-03-01+51-06-02+51-06-04+51-06-99+51-07-01+51-07-02+51-11-01+1,,,2007-08-08,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
(주)리코,충청남도 예산군 덕산면 남은들로 167-25,,36.66578464,126.6002906,폐기물수집및운반업,,51-03-01+51-03-07+51-03-99+51-16-00+51-17-02+51-17-03+51-17-08+51-17-19+51-17-21+51-17-22+51-17-23+5,,,2007-01-11,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
(주)정성환경,충청남도 예산군 신양면 청신로 356,,36.60073321,126.8669683,폐기물수집및운반업,,51-99-00,,,2006-07-14,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
(주)두비원,충청남도 예산군 덕산면 남은들로 167-25,,36.66578464,126.6002906,폐기물종합재활용업,,51-16-00+51-17-19+51-17-21+51-17-21+51-17-22+51-17-29+51-17-99+51-38-01+51-38-02+91-02-00,,,2005-08-02,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
대산산업(주),충청남도 예산군 신암면 조곡예림안길 34-32,,36.7445495,126.7891581,폐기물수집및운반업,,22-11-00,,,2001-02-16,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
푸른산,충청남도 예산군 신양면 대덕남길 69-4,,36.59060309,126.8740929,폐기물수집및운반업,,20-00-00,,,2000-06-29,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
예산유지,충청남도 예산군 덕산면 대치6길 37,,36.68840738,126.6324536,폐기물수집및운반업,,51-17-08,,,2000-02-02,,충청남도 예산군,2024-08-07,4610000,충청남도 예산군
영진씨엔알,"경상북도 영주시 풍기읍 소백로 2034-8, 풍기고물상계량소",경상북도 영주시 풍기읍 산법리 52-3,36.87741324,128.5411183,폐기물수집및운반업,,51-20-05,,,2022-01-14,,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
영진씨엔알,"경상북도 영주시 풍기읍 소백로 2034-8, 풍기고물상계량소",경상북도 영주시 풍기읍 산법리 52-3,36.87741324,128.5411183,폐기물수집및운반업,,51-20-04,,,2022-01-14,,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
영진씨엔알,"경상북도 영주시 풍기읍 소백로 2034-8, 풍기고물상계량소",경상북도 영주시 풍기읍 산법리 52-3,36.87741324,128.5411183,폐기물수집및운반업,,51-20-03,,,2022-01-14,,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
영진씨엔알,"경상북도 영주시 풍기읍 소백로 2034-8, 풍기고물상계량소",경상북도 영주시 풍기읍 산법리 52-3,36.87741324,128.5411183,폐기물수집및운반업,,51-20-02,,,2022-01-14,,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
영진씨엔알,"경상북도 영주시 풍기읍 소백로 2034-8, 풍기고물상계량소",경상북도 영주시 풍기읍 산법리 52-3,36.87741324,128.5411183,폐기물수집및운반업,,51-20-01,,,2022-01-14,,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
영진씨엔알,"경상북도 영주시 풍기읍 소백로 2034-8, 풍기고물상계량소",경상북도 영주시 풍기읍 산법리 52-3,36.87741324,128.5411183,폐기물수집및운반업,,51-19-00,,,2022-01-14,,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
영진씨엔알,"경상북도 영주시 풍기읍 소백로 2034-8, 풍기고물상계량소",경상북도 영주시 풍기읍 산법리 52-3,36.87741324,128.5411183,폐기물수집및운반업,,51-18-03,,,2022-01-14,,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
영진씨엔알,"경상북도 영주시 풍기읍 소백로 2034-8, 풍기고물상계량소",경상북도 영주시 풍기읍 산법리 52-3,36.87741324,128.5411183,폐기물수집및운반업,,51-18-02,,,2022-01-14,,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
영진씨엔알,"경상북도 영주시 풍기읍 소백로 2034-8, 풍기고물상계량소",경상북도 영주시 풍기읍 산법리 52-3,36.87741324,128.5411183,폐기물수집및운반업,,51-18-01,,,2022-01-14,,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
영진씨엔알,"경상북도 영주시 풍기읍 소백로 2034-8, 풍기고물상계량소",경상북도 영주시 풍기읍 산법리 52-3,36.87741324,128.5411183,폐기물수집및운반업,,51-17-99,,,2022-01-14,,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
영진씨엔알,"경상북도 영주시 풍기읍 소백로 2034-8, 풍기고물상계량소",경상북도 영주시 풍기읍 산법리 52-3,36.87741324,128.5411183,폐기물수집및운반업,,51-17-29,,,2022-01-14,,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
영진씨엔알,"경상북도 영주시 풍기읍 소백로 2034-8, 풍기고물상계량소",경상북도 영주시 풍기읍 산법리 52-3,36.87741324,128.5411183,폐기물수집및운반업,,51-17-24,,,2022-01-14,,경상북도 영주시,2025-07-28,5090000,경상북도 영주시
